location,city,property_type,bedrooms,bathrooms,size_sqm,furnished,serviced,annual_rent,listing_date,listing_url
Ikeja GRA,Lagos,flat,2,2,115,no,yes,4700000,01/08/2026,#######
Lugbe,Abuja,penthouse,3,3,,no,not stated,6100000,11/08/2026,#######
Sangotedo,Lagos,penthouse,3,2,268,yes,not stated,5100000,07/08/2026,#######
Allen,Lagos,flat,4,4,605,yes,yes,5000000,09/08/2026,#######
Dutse,Abuja,flat,4,4,253,no,yes,4600000,09/08/2026,#######
Garki,Abuja,bungalow,2,3,58,not stated,yes,2900000,13/08/2026,#######
Garki,Abuja,penthouse,2,2,,no,yes,4100000,04/08/2026,#######
Apo,Abuja,duplex,3,3,,not stated,not stated,3700000,13/08/2026,#######
Gwarinpa,Abuja,terrace,3,3,685,yes,yes,4800000,16/08/2026,#######
VGC,Lagos,penthouse,2,2,49,yes,no,6200000,06/08/2026,#######
Mabushi,Abuja,duplex,4,5,558,not stated,yes,4400000,01/08/2026,#######
Ikoyi,Lagos,penthouse,1,2,48,not stated,no,8400000,06/08/2026,#######
Lekki Phase 1,Lagos,bungalow,3,3,780,not stated,no,5400000,03/08/2026,#######
Asokoro,Abuja,self-contain,0,1,46,no,not stated,800000,02/08/2026,#######
Wuse 2,Abuja,terrace,2,1,,not stated,no,5800000,01/08/2026,#######
Apo,Abuja,mansion,2,2,972,no,no,6200000,13/08/2026,#######
Garki,Abuja,flat,5,6,,not stated,yes,4900000,09/08/2026,#######
Garki,Abuja,penthouse,6,7,393,no,no,8000000,11/08/2026,#######
Ilupeju,Lagos,mansion,4,3,555,yes,not stated,8500000,01/08/2026,#######
Maitama,Abuja,penthouse,3,4,260,not stated,no,11700000,18/08/2026,#######
Wuse 2,Abuja,mansion,2,1,,not stated,not stated,15700000,06/08/2026,#######
Garki,Abuja,mansion,3,3,,not stated,yes,7200000,16/08/2026,#######
Garki,Abuja,bungalow,3,2,,not stated,no,3500000,16/08/2026,#######
Lugbe,Abuja,self-contain,0,1,,no,not stated,100000,17/08/2026,#######
Gwarinpa,Abuja,mansion,6,7,,yes,not stated,15300000,09/08/2026,#######
Katampe,Abuja,mansion,3,4,,yes,not stated,7800000,01/08/2026,#######
Katampe,Abuja,penthouse,2,3,95,no,yes,5400000,12/08/2026,#######
Ojodu Berger,Lagos,terrace,5,5,503,not stated,not stated,6000000,06/08/2026,#######
Maitama,Abuja,mansion,2,1,729,yes,no,15600000,12/08/2026,#######
Ikeja GRA,Lagos,mansion,4,4,700,not stated,yes,10900000,17/08/2026,#######
Asokoro,Abuja,terrace,3,2,611,no,not stated,7300000,05/08/2026,#######
Lugbe,Abuja,penthouse,5,4,581,yes,yes,7700000,10/08/2026,#######
Life Camp,Abuja,terrace,3,2,,not stated,not stated,4100000,17/08/2026,#######
Dutse,Abuja,penthouse,2,3,41,yes,not stated,5400000,01/08/2026,#######
Asokoro,Abuja,terrace,1,1,61,no,no,5700000,04/08/2026,#######
Wuse 1,Abuja,flat,3,2,,no,yes,4800000,10/08/2026,#######
Lugbe,Abuja,mansion,6,6,,not stated,not stated,9900000,01/08/2026,#######
Wuse 1,Abuja,self-contain,0,1,128,no,not stated,1300000,11/08/2026,#######
Lokogoma,Abuja,bungalow,3,3,632,no,no,3500000,04/08/2026,#######
Ajah,Lagos,bungalow,3,3,787,not stated,no,3400000,14/08/2026,#######
Ikoyi,Lagos,self-contain,0,1,63,yes,yes,1200000,12/08/2026,#######
Sangotedo,Lagos,self-contain,0,1,109,no,no,-100000,15/08/2026,#######
Lekki Phase 2,Lagos,penthouse,3,2,336,no,not stated,6300000,12/08/2026,#######
Apo,Abuja,flat,4,4,298,no,no,5500000,16/08/2026,#######
Life Camp,Abuja,penthouse,3,3,,yes,yes,5600000,12/08/2026,#######
Gbagada,Lagos,bungalow,6,5,,no,not stated,6500000,17/08/2026,#######
Lekki Phase 1,Lagos,duplex,2,1,129,no,no,4300000,13/08/2026,#######
Gwarinpa,Abuja,flat,4,3,607,yes,not stated,6500000,11/08/2026,#######
VGC,Lagos,self-contain,0,1,,no,yes,1800000,02/08/2026,#######
Life Camp,Abuja,duplex,2,3,107,not stated,not stated,3500000,10/08/2026,#######
VGC,Lagos,bungalow,2,1,,not stated,no,3600000,17/08/2026,#######
VGC,Lagos,duplex,6,7,,no,yes,7800000,06/08/2026,#######
Asokoro,Abuja,flat,2,1,,yes,not stated,5800000,01/08/2026,#######
Lokogoma,Abuja,duplex,1,1,,no,yes,2500000,08/08/2026,#######
Lekki Phase 1,Lagos,flat,3,2,,yes,no,6600000,04/08/2026,#######
Ajah,Lagos,mansion,3,3,,yes,yes,6600000,13/08/2026,#######
Asokoro,Abuja,flat,1,2,94,yes,yes,4300000,02/08/2026,#######
VGC,Lagos,terrace,6,5,512,no,not stated,6300000,10/08/2026,#######
Mabushi,Abuja,terrace,5,4,283,yes,yes,5700000,14/08/2026,#######
Mabushi,Abuja,penthouse,2,1,139,not stated,yes,3900000,04/08/2026,#######
Surulere,Lagos,duplex,3,2,235,not stated,no,3500000,17/08/2026,#######
Victoria Island,Lagos,terrace,1,1,77,no,not stated,4300000,09/08/2026,#######
Apo,Abuja,flat,3,2,376,not stated,not stated,3300000,10/08/2026,#######
Apo,Abuja,mansion,3,4,800,yes,not stated,6400000,11/08/2026,#######
Life Camp,Abuja,terrace,5,4,,not stated,no,4900000,01/08/2026,#######
Ojodu Berger,Lagos,flat,3,3,443,not stated,yes,4400000,01/08/2026,#######
Opebi,Lagos,flat,5,5,,yes,not stated,5800000,01/08/2026,#######
Gwarinpa,Abuja,mansion,1,1,521,not stated,no,11000000,07/08/2026,#######
Lekki Phase 2,Lagos,duplex,2,3,59,not stated,not stated,3200000,14/08/2026,#######
Amuwo Odofin,Lagos,bungalow,3,3,768,no,yes,4300000,15/08/2026,#######
Lokogoma,Abuja,bungalow,1,1,40,no,yes,2600000,18/08/2026,#######
Amuwo Odofin,Lagos,bungalow,3,2,182,yes,yes,4700000,06/08/2026,#######
Lekki Phase 2,Lagos,mansion,1,2,745,yes,yes,6200000,10/08/2026,#######
Asokoro,Abuja,mansion,5,4,,no,yes,17600000,02/08/2026,#######
Lugbe,Abuja,terrace,4,5,223,yes,no,3700000,06/08/2026,#######
Lugbe,Abuja,duplex,6,7,,not stated,not stated,6700000,03/08/2026,#######
Lekki Phase 2,Lagos,self-contain,0,1,79,yes,not stated,1300000,12/08/2026,#######
VGC,Lagos,duplex,6,5,504,not stated,no,7600000,09/08/2026,#######
Victoria Island,Lagos,duplex,1,1,48,yes,yes,5100000,18/08/2026,#######
Wuse 2,Abuja,mansion,4,3,902,not stated,no,18400000,09/08/2026,#######
Wuse 1,Abuja,terrace,1,1,149,no,no,3100000,12/08/2026,#######
Ilupeju,Lagos,mansion,5,5,842,yes,yes,9100000,18/08/2026,#######
Lekki Phase 2,Lagos,flat,2,1,148,no,yes,3400000,11/08/2026,#######
Gbagada,Lagos,terrace,4,4,,no,yes,4200000,08/08/2026,#######
Lekki Phase 1,Lagos,penthouse,3,4,619,yes,yes,11200000,06/08/2026,#######
Asokoro,Abuja,self-contain,0,1,,yes,yes,1900000,17/08/2026,#######
Allen,Lagos,bungalow,4,3,488,no,not stated,3800000,14/08/2026,#######
Lekki Phase 1,Lagos,terrace,3,3,658,no,not stated,5400000,05/08/2026,#######
Victoria Island,Lagos,terrace,4,5,,yes,yes,6100000,04/08/2026,#######
Garki,Abuja,penthouse,3,2,,yes,yes,5600000,04/08/2026,#######
Opebi,Lagos,terrace,2,3,48,not stated,yes,2600000,15/08/2026,#######
Garki,Abuja,bungalow,4,3,216,no,not stated,4200000,10/08/2026,#######
Ikeja GRA,Lagos,flat,5,5,571,yes,no,6400000,15/08/2026,#######
Katampe,Abuja,penthouse,6,6,,not stated,no,7400000,09/08/2026,#######
Mabushi,Abuja,terrace,3,2,171,not stated,not stated,3900000,08/08/2026,#######
Guzape,Abuja,terrace,3,2,361,no,not stated,4600000,17/08/2026,#######
Lekki Phase 2,Lagos,bungalow,4,4,686,yes,no,5100000,08/08/2026,#######
Guzape,Abuja,flat,4,4,194,yes,no,6900000,07/08/2026,#######
Guzape,Abuja,mansion,1,1,1047,not stated,not stated,10700000,02/08/2026,#######
Amuwo Odofin,Lagos,mansion,2,1,,no,not stated,6300000,11/08/2026,#######
Ojodu Berger,Lagos,self-contain,0,1,62,not stated,not stated,300000,08/08/2026,#######
Surulere,Lagos,flat,2,1,,yes,no,3400000,03/08/2026,#######
Wuse 2,Abuja,self-contain,0,1,146,not stated,no,1000000,09/08/2026,#######
Gbagada,Lagos,bungalow,2,3,,not stated,yes,4000000,07/08/2026,#######
Sangotedo,Lagos,bungalow,2,2,104,not stated,not stated,2100000,05/08/2026,#######
Victoria Island,Lagos,bungalow,3,2,648,no,not stated,6400000,04/08/2026,#######
Lekki Phase 2,Lagos,mansion,4,4,986,no,no,8600000,18/08/2026,#######
VGC,Lagos,self-contain,0,1,,no,no,1200000,15/08/2026,#######
Ikoyi,Lagos,flat,2,2,,not stated,not stated,4200000,05/08/2026,#######
Maitama,Abuja,terrace,2,2,,no,no,5000000,15/08/2026,#######
Festac,Lagos,bungalow,3,2,465,yes,not stated,4800000,07/08/2026,#######
Dutse,Abuja,duplex,4,3,447,yes,yes,4500000,11/08/2026,#######
Victoria Island,Lagos,bungalow,3,4,673,no,yes,6400000,17/08/2026,#######
Mabushi,Abuja,flat,3,4,535,yes,not stated,4500000,04/08/2026,#######
Amuwo Odofin,Lagos,mansion,5,4,,yes,not stated,7500000,07/08/2026,#######
Guzape,Abuja,duplex,2,2,,no,no,3800000,08/08/2026,#######
Garki,Abuja,bungalow,3,2,,yes,not stated,4100000,03/08/2026,#######
Lokogoma,Abuja,penthouse,2,1,,no,no,4500000,09/08/2026,#######
Ikeja,Lagos,duplex,3,4,524,yes,not stated,2900000,06/08/2026,#######
Amuwo Odofin,Lagos,self-contain,0,1,128,no,yes,1200000,12/08/2026,#######
Ajah,Lagos,penthouse,2,1,,not stated,no,4100000,07/08/2026,#######
Wuse 1,Abuja,flat,5,4,447,yes,yes,4500000,04/08/2026,#######
Maitama,Abuja,mansion,1,1,754,not stated,yes,14600000,10/08/2026,#######
Ilupeju,Lagos,mansion,2,1,667,yes,yes,5700000,02/08/2026,#######
Mabushi,Abuja,duplex,1,1,73,not stated,not stated,3200000,12/08/2026,#######
Ikoyi,Lagos,duplex,2,1,56,no,yes,4400000,18/08/2026,#######
Victoria Island,Lagos,terrace,2,3,50,no,no,5600000,03/08/2026,#######
Guzape,Abuja,penthouse,3,3,,no,not stated,9500000,16/08/2026,#######
Lugbe,Abuja,penthouse,3,3,,not stated,not stated,5900000,04/08/2026,#######
Jahi,Abuja,terrace,1,1,112,no,yes,3700000,05/08/2026,#######
Life Camp,Abuja,bungalow,5,5,,not stated,no,5700000,06/08/2026,#######
Life Camp,Abuja,self-contain,0,1,,no,no,1100000,16/08/2026,#######
Festac,Lagos,self-contain,0,1,,not stated,not stated,500000,10/08/2026,#######
Gwarinpa,Abuja,flat,2,1,99,no,yes,3600000,17/08/2026,#######
Ajah,Lagos,terrace,4,4,445,no,yes,3900000,12/08/2026,#######
Ikoyi,Lagos,penthouse,2,2,147,yes,no,10200000,18/08/2026,#######
Sangotedo,Lagos,duplex,3,4,,not stated,yes,4400000,16/08/2026,#######
Ilupeju,Lagos,duplex,2,2,77,yes,not stated,3300000,12/08/2026,#######
Yaba,Lagos,flat,2,1,121,yes,no,3100000,09/08/2026,#######
Surulere,Lagos,flat,2,3,139,not stated,yes,2100000,08/08/2026,#######
Ikeja,Lagos,terrace,4,4,,no,no,4100000,13/08/2026,#######
Ikoyi,Lagos,terrace,2,1,140,not stated,no,4600000,09/08/2026,#######
Katampe,Abuja,penthouse,1,2,147,not stated,not stated,3400000,13/08/2026,#######
Apo,Abuja,duplex,2,2,57,not stated,not stated,2500000,12/08/2026,#######
Lekki Phase 1,Lagos,penthouse,3,2,449,yes,no,10700000,05/08/2026,#######
Life Camp,Abuja,self-contain,0,1,78,no,not stated,600000,11/08/2026,#######
Mabushi,Abuja,terrace,4,4,,not stated,yes,5600000,16/08/2026,#######
Lokogoma,Abuja,duplex,3,2,729,no,not stated,4300000,18/08/2026,#######
Opebi,Lagos,mansion,2,2,587,not stated,not stated,6300000,13/08/2026,#######
Maitama,Abuja,duplex,5,6,540,no,yes,8500000,07/08/2026,#######
Apo,Abuja,bungalow,4,3,574,yes,yes,4100000,17/08/2026,#######
Ajah,Lagos,penthouse,1,2,,yes,not stated,4000000,09/08/2026,#######
Surulere,Lagos,penthouse,2,1,93,no,no,4300000,15/08/2026,#######
Lekki Phase 1,Lagos,penthouse,1,1,118,not stated,not stated,8500000,13/08/2026,#######
Apo,Abuja,bungalow,2,1,111,yes,no,3200000,09/08/2026,#######
Gwarinpa,Abuja,mansion,4,4,,not stated,not stated,14100000,11/08/2026,#######
Lekki Phase 1,Lagos,self-contain,0,1,107,yes,yes,1400000,03/08/2026,#######
Ajah,Lagos,terrace,3,4,671,yes,no,3500000,07/08/2026,#######
Allen,Lagos,self-contain,0,1,67,not stated,no,1200000,09/08/2026,#######
Lokogoma,Abuja,bungalow,3,3,276,not stated,yes,4400000,18/08/2026,#######
Wuse 1,Abuja,bungalow,3,2,,yes,not stated,3800000,02/08/2026,#######
VGC,Lagos,penthouse,2,3,40,yes,not stated,7300000,09/08/2026,#######
Yaba,Lagos,self-contain,0,1,55,not stated,not stated,400000,05/08/2026,#######
Wuse 1,Abuja,flat,6,5,216,no,yes,6800000,16/08/2026,#######
Amuwo Odofin,Lagos,mansion,2,1,,yes,not stated,5500000,04/08/2026,#######
Festac,Lagos,mansion,4,4,850,no,no,7200000,18/08/2026,#######
Gbagada,Lagos,flat,3,2,277,yes,yes,4200000,17/08/2026,#######
Ikoyi,Lagos,flat,3,4,,yes,no,6400000,06/08/2026,#######
Wuse 1,Abuja,self-contain,0,1,114,yes,not stated,-100000,06/08/2026,#######
Katampe,Abuja,flat,2,2,,no,yes,3500000,07/08/2026,#######
Mabushi,Abuja,penthouse,4,4,271,not stated,yes,6600000,02/08/2026,#######
Lekki Phase 1,Lagos,mansion,4,4,,no,not stated,16100000,06/08/2026,#######
Ilupeju,Lagos,flat,2,2,93,not stated,no,3800000,18/08/2026,#######
Maitama,Abuja,duplex,5,4,586,not stated,not stated,7600000,03/08/2026,#######
Gbagada,Lagos,self-contain,0,1,,not stated,no,1300000,10/08/2026,#######
Lugbe,Abuja,penthouse,5,4,,not stated,yes,7100000,02/08/2026,#######
Ikeja GRA,Lagos,mansion,3,2,,no,no,10600000,05/08/2026,#######
Yaba,Lagos,terrace,3,3,,yes,not stated,3200000,15/08/2026,#######
Allen,Lagos,bungalow,3,3,321,no,no,4300000,18/08/2026,#######
Gbagada,Lagos,bungalow,3,3,709,not stated,not stated,4100000,18/08/2026,#######
Life Camp,Abuja,terrace,3,4,239,yes,yes,3200000,01/08/2026,#######
Apo,Abuja,bungalow,2,1,45,no,not stated,3100000,10/08/2026,#######
Ilupeju,Lagos,self-contain,0,1,89,not stated,not stated,300000,15/08/2026,#######
Jahi,Abuja,bungalow,4,4,696,no,no,5800000,17/08/2026,#######
Life Camp,Abuja,bungalow,3,4,,no,no,3200000,12/08/2026,#######
Lugbe,Abuja,duplex,1,1,63,not stated,yes,1600000,08/08/2026,#######
Garki,Abuja,terrace,2,3,,yes,not stated,3800000,02/08/2026,#######
Wuse 2,Abuja,mansion,3,2,738,no,no,16700000,04/08/2026,#######
Gbagada,Lagos,flat,3,2,707,not stated,not stated,4700000,08/08/2026,#######
Wuse 1,Abuja,flat,2,1,139,not stated,no,3800000,15/08/2026,#######
Maitama,Abuja,bungalow,2,1,,yes,yes,5900000,05/08/2026,#######
Allen,Lagos,flat,6,7,335,not stated,not stated,6300000,08/08/2026,#######
Life Camp,Abuja,bungalow,2,3,141,not stated,not stated,3700000,06/08/2026,#######
Wuse 1,Abuja,mansion,4,4,1060,no,no,8400000,12/08/2026,#######
Amuwo Odofin,Lagos,bungalow,2,1,49,yes,yes,3400000,16/08/2026,#######
Ilupeju,Lagos,self-contain,0,1,148,yes,not stated,1400000,15/08/2026,#######
Ajah,Lagos,duplex,3,4,613,no,no,4100000,03/08/2026,#######
Mabushi,Abuja,bungalow,2,1,52,yes,no,2800000,08/08/2026,#######
Apo,Abuja,penthouse,2,1,46,yes,not stated,4000000,09/08/2026,#######
Maitama,Abuja,self-contain,0,1,,yes,yes,900000,09/08/2026,#######
Sangotedo,Lagos,duplex,2,3,,no,no,2700000,08/08/2026,#######
Lekki Phase 2,Lagos,self-contain,0,1,,no,yes,1700000,02/08/2026,#######
Sangotedo,Lagos,mansion,4,4,1103,not stated,yes,7500000,07/08/2026,#######
Yaba,Lagos,duplex,2,3,111,no,not stated,2300000,07/08/2026,#######
VGC,Lagos,bungalow,5,4,,yes,yes,6300000,02/08/2026,#######
Victoria Island,Lagos,bungalow,5,6,732,no,no,6500000,13/08/2026,#######
Mabushi,Abuja,duplex,3,3,421,yes,no,4700000,14/08/2026,#######
Surulere,Lagos,duplex,6,5,265,no,no,6100000,09/08/2026,#######
Life Camp,Abuja,terrace,3,2,556,not stated,not stated,4300000,04/08/2026,#######
Lokogoma,Abuja,terrace,2,2,67,not stated,not stated,2100000,06/08/2026,#######
Lekki Phase 1,Lagos,mansion,2,2,923,no,yes,13200000,05/08/2026,#######
Wuse 2,Abuja,penthouse,2,3,134,no,yes,10700000,07/08/2026,#######
Katampe,Abuja,mansion,2,1,,yes,not stated,6700000,05/08/2026,#######
Mabushi,Abuja,terrace,4,4,329,yes,no,4600000,01/08/2026,#######
Yaba,Lagos,penthouse,1,2,43,not stated,no,3600000,06/08/2026,#######
Katampe,Abuja,duplex,6,5,,not stated,yes,6300000,04/08/2026,#######
Ikoyi,Lagos,flat,5,5,,not stated,not stated,7400000,13/08/2026,#######
Ilupeju,Lagos,flat,3,2,,not stated,yes,3900000,02/08/2026,#######
Allen,Lagos,bungalow,4,4,,not stated,not stated,3800000,14/08/2026,#######
Opebi,Lagos,duplex,2,2,149,not stated,no,3000000,03/08/2026,#######
Lugbe,Abuja,duplex,3,4,788,yes,yes,3900000,09/08/2026,#######
VGC,Lagos,penthouse,4,5,799,no,no,7900000,03/08/2026,#######
Asokoro,Abuja,duplex,1,1,64,no,not stated,5400000,17/08/2026,#######
Yaba,Lagos,penthouse,1,2,,not stated,not stated,3600000,14/08/2026,#######
Magodo,Lagos,bungalow,2,3,64,no,no,4200000,17/08/2026,#######
Wuse 2,Abuja,terrace,3,4,361,yes,not stated,7200000,09/08/2026,#######
Lekki Phase 2,Lagos,duplex,2,2,121,no,no,2300000,12/08/2026,#######
Maryland,Lagos,bungalow,2,1,59,not stated,not stated,3900000,10/08/2026,#######
Apo,Abuja,flat,2,3,86,not stated,no,2200000,01/08/2026,#######
Allen,Lagos,bungalow,2,2,,yes,not stated,3900000,06/08/2026,#######
Jahi,Abuja,duplex,2,2,122,not stated,not stated,3900000,13/08/2026,#######
Lugbe,Abuja,terrace,2,1,92,no,yes,3100000,13/08/2026,#######
Gwarinpa,Abuja,duplex,3,3,655,yes,yes,5300000,13/08/2026,#######
Allen,Lagos,penthouse,1,1,,not stated,no,4400000,02/08/2026,#######
Life Camp,Abuja,terrace,3,4,686,yes,not stated,2900000,06/08/2026,#######
Sangotedo,Lagos,duplex,1,1,113,not stated,yes,3100000,13/08/2026,#######
Lekki Phase 2,Lagos,terrace,1,1,,not stated,no,1400000,10/08/2026,#######
Surulere,Lagos,bungalow,3,2,321,not stated,yes,3700000,18/08/2026,#######
Lekki Phase 2,Lagos,mansion,4,4,,yes,not stated,7800000,14/08/2026,#######
Maryland,Lagos,duplex,3,4,541,yes,no,3200000,09/08/2026,#######
Ikeja,Lagos,penthouse,4,4,,no,no,7100000,18/08/2026,#######
Yaba,Lagos,terrace,3,2,358,yes,yes,3500000,01/08/2026,#######
Dutse,Abuja,self-contain,0,1,139,yes,not stated,600000,06/08/2026,#######
Dutse,Abuja,mansion,2,3,596,yes,no,5500000,03/08/2026,#######
Mabushi,Abuja,bungalow,2,3,102,not stated,not stated,2900000,08/08/2026,#######
Lokogoma,Abuja,terrace,2,2,91,yes,yes,3900000,03/08/2026,#######
Asokoro,Abuja,flat,2,3,,yes,not stated,5500000,11/08/2026,#######
Jahi,Abuja,duplex,3,2,,no,yes,6300000,01/08/2026,#######
Guzape,Abuja,self-contain,0,1,,yes,no,900000,04/08/2026,#######
Lekki Phase 1,Lagos,mansion,2,2,,yes,yes,14300000,05/08/2026,#######
Wuse 2,Abuja,bungalow,1,1,101,not stated,not stated,4900000,16/08/2026,#######
Maitama,Abuja,penthouse,3,2,,not stated,no,11300000,01/08/2026,#######
Ikeja,Lagos,self-contain,0,1,43,yes,not stated,1500000,17/08/2026,#######
Gbagada,Lagos,bungalow,3,4,433,yes,not stated,4800000,06/08/2026,#######
Lugbe,Abuja,mansion,3,4,,no,no,6600000,15/08/2026,#######
Yaba,Lagos,duplex,5,6,674,yes,no,4600000,18/08/2026,#######
Guzape,Abuja,bungalow,2,2,,no,not stated,3700000,01/08/2026,#######
Ilupeju,Lagos,mansion,4,5,557,not stated,yes,6800000,01/08/2026,#######
Ikeja,Lagos,flat,2,1,55,not stated,yes,3600000,03/08/2026,#######
Ajah,Lagos,mansion,3,4,1032,yes,no,6900000,08/08/2026,#######
Yaba,Lagos,terrace,3,3,,no,yes,4000000,18/08/2026,#######
Wuse 1,Abuja,self-contain,0,1,148,yes,not stated,1200000,13/08/2026,#######
VGC,Lagos,terrace,3,4,546,yes,yes,4600000,17/08/2026,#######
Allen,Lagos,duplex,3,2,,no,no,4700000,05/08/2026,#######
Lugbe,Abuja,bungalow,3,3,,not stated,no,3100000,03/08/2026,#######
Allen,Lagos,duplex,4,4,514,not stated,not stated,4400000,10/08/2026,#######
Maryland,Lagos,flat,2,1,,not stated,not stated,3000000,04/08/2026,#######
Victoria Island,Lagos,mansion,3,2,675,no,not stated,15400000,16/08/2026,#######
Maitama,Abuja,penthouse,6,6,312,no,yes,13600000,14/08/2026,#######
Jahi,Abuja,self-contain,0,1,48,yes,no,1600000,07/08/2026,#######
VGC,Lagos,bungalow,2,1,,no,not stated,4800000,10/08/2026,#######
Guzape,Abuja,bungalow,3,2,713,yes,no,6200000,16/08/2026,#######
Guzape,Abuja,flat,3,4,259,not stated,not stated,5100000,18/08/2026,#######
Gbagada,Lagos,self-contain,0,1,126,no,not stated,1300000,02/08/2026,#######
Jahi,Abuja,mansion,3,2,1022,not stated,not stated,13300000,08/08/2026,#######
Lugbe,Abuja,flat,5,5,386,yes,yes,6300000,10/08/2026,#######
Apo,Abuja,self-contain,0,1,,yes,yes,600000,15/08/2026,#######
Lekki Phase 2,Lagos,bungalow,2,1,,yes,not stated,2800000,18/08/2026,#######
Ikoyi,Lagos,self-contain,0,1,64,not stated,yes,1400000,02/08/2026,#######
Ikeja GRA,Lagos,bungalow,3,4,428,not stated,not stated,5500000,10/08/2026,#######
Amuwo Odofin,Lagos,flat,5,6,589,not stated,no,4500000,07/08/2026,#######
Lugbe,Abuja,self-contain,0,1,,no,not stated,400000,09/08/2026,#######
Gwarinpa,Abuja,self-contain,0,1,94,yes,no,1000000,09/08/2026,#######
Wuse 2,Abuja,penthouse,4,4,776,not stated,not stated,12000000,04/08/2026,#######
Garki,Abuja,bungalow,3,4,,no,no,4800000,18/08/2026,#######
Amuwo Odofin,Lagos,terrace,1,1,,no,not stated,2900000,04/08/2026,#######
Dutse,Abuja,bungalow,2,1,92,not stated,not stated,2400000,15/08/2026,#######
Asokoro,Abuja,duplex,4,4,456,not stated,not stated,7700000,05/08/2026,#######
Ikoyi,Lagos,self-contain,0,1,104,no,not stated,1400000,09/08/2026,#######
Opebi,Lagos,self-contain,0,1,41,yes,not stated,1700000,07/08/2026,#######
Gwarinpa,Abuja,flat,4,4,,yes,no,5200000,08/08/2026,#######
Victoria Island,Lagos,terrace,2,1,,yes,yes,5500000,08/08/2026,#######
Lugbe,Abuja,bungalow,2,1,147,no,not stated,3500000,02/08/2026,#######
Ikeja GRA,Lagos,terrace,3,2,742,no,not stated,4900000,13/08/2026,#######
Yaba,Lagos,duplex,2,2,,yes,yes,2700000,02/08/2026,#######
Sangotedo,Lagos,duplex,4,3,716,no,yes,4900000,03/08/2026,#######
Lokogoma,Abuja,duplex,4,5,667,yes,yes,4200000,01/08/2026,#######
Katampe,Abuja,duplex,2,3,124,yes,yes,3300000,06/08/2026,#######
Amuwo Odofin,Lagos,duplex,3,3,353,no,no,4200000,11/08/2026,#######
Amuwo Odofin,Lagos,terrace,3,3,315,no,not stated,4000000,06/08/2026,#######
Amuwo Odofin,Lagos,duplex,5,4,180,not stated,not stated,5200000,13/08/2026,#######
Yaba,Lagos,mansion,3,4,745,not stated,no,7000000,11/08/2026,#######
Victoria Island,Lagos,flat,2,2,,yes,not stated,4100000,16/08/2026,#######
Garki,Abuja,mansion,2,2,846,not stated,no,5700000,18/08/2026,#######
Jahi,Abuja,duplex,3,2,158,not stated,yes,4900000,11/08/2026,#######
Garki,Abuja,flat,4,5,488,yes,no,5200000,04/08/2026,#######
Ikoyi,Lagos,bungalow,3,2,,no,not stated,5300000,16/08/2026,#######
Ojodu Berger,Lagos,terrace,2,1,59,yes,no,4000000,13/08/2026,#######
Surulere,Lagos,penthouse,1,1,40,yes,yes,3000000,16/08/2026,#######
Katampe,Abuja,penthouse,6,7,599,not stated,yes,7700000,02/08/2026,#######
Life Camp,Abuja,duplex,3,4,,not stated,not stated,3200000,08/08/2026,#######
Lokogoma,Abuja,mansion,5,5,718,no,no,9400000,14/08/2026,#######
Jahi,Abuja,flat,3,2,787,yes,not stated,5200000,03/08/2026,#######
Lekki Phase 1,Lagos,duplex,3,2,633,no,no,6200000,11/08/2026,#######
Maitama,Abuja,mansion,2,1,,yes,yes,15900000,16/08/2026,#######
Ikeja GRA,Lagos,self-contain,0,1,114,no,not stated,400000,17/08/2026,#######
